			
	m	t	
f	-5.84104E-05	0.244554	
			
X in nm	Y Signal 	f(x)	y-f
649	0.25539	0.20664565	0.04874435
649.04	0.24872	0.206643314	0.042076686
649.08	0.25173	0.206640978	0.045089022
649.12	0.25666	0.206638641	0.050021359
649.16	0.25386	0.206636305	0.047223695
649.2	0.25346	0.206633968	0.046826032
649.24	0.25646	0.206631632	0.049828368
649.28	0.24898	0.206629295	0.042350705
649.32	0.24954	0.206626959	0.042913041
649.36	0.25259	0.206624623	0.045965377
649.4	0.25941	0.206622286	0.052787714
649.44	0.26008	0.20661995	0.05346005
649.48	0.25997	0.206617613	0.053352387
649.52	0.27591	0.206615277	0.069294723
649.56	0.26206	0.206612941	0.055447059
649.6	0.26191	0.206610604	0.055299396
649.64	0.24434	0.206608268	0.037731732
649.68	0.26532	0.206605931	0.058714069
649.72	0.26226	0.206603595	0.055656405
649.76	0.26216	0.206601258	0.055558742
649.8	0.27224	0.206598922	0.065641078
649.84	0.27907	0.206596586	0.072473414
649.88	0.26379	0.206594249	0.057195751
649.92	0.27046	0.206591913	0.063868087
649.96	0.28166	0.206589576	0.075070424
650	0.27723	0.20658724	0.07064276
650.04	0.28849	0.206584904	0.081905096
650.08	0.28838	0.206582567	0.081797433
650.12	0.28757	0.206580231	0.080989769
650.16	0.29235	0.206577894	0.085772106
650.2	0.29897	0.206575558	0.092394442
650.24	0.29796	0.206573222	0.091386778
650.28	0.29658	0.206570885	0.090009115
650.32	0.30722	0.206568549	0.100651451
650.36	0.30707	0.206566212	0.100503788
650.4	0.331	0.206563876	0.124436124
650.44	0.31674	0.206561539	0.110178461
650.48	0.33446	0.206559203	0.127900797
650.52	0.36032	0.206556867	0.153763133
